ID,Media,Latitude,Longitude,COMMUNE,Site_web,Support historique,logo,Annee_creation,Aire_couverture,EPCI_couverts,Thematique_principale,Groupe
463,La Voix du Nord,50.753213,2.251088,Saint-Omer,https://www.lavoixdunord.fr/,Presse,https://lvdneng.rosselcdn.net/sites/default/files/mediastore/1554475472_logo-carre_lavoixdunord-300-300.png,1941,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
464,La Voix du Nord,50.273245,3.972054,Maubeuge,https://www.lavoixdunord.fr/,Presse,https://lvdneng.rosselcdn.net/sites/default/files/mediastore/1554475472_logo-carre_lavoixdunord-300-300.png,1941,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
465,"La Voix, Le Bocage",48.837206,-0.888338,Vire Normandie,https://www.actu.fr/la-voix-le-bocage/,Presse,,,,,Informations générales,SIPA Ouest-France
466,La Volonté Paysanne,44.349446,2.575541,Rodez,https://www.lavolontepaysanne.fr/,Presse,,1944,Aveyron,,Agriculture,
467,Le Berry Républicain,46.722275,2.506858,Saint-Amand-Montrond,https://www.leberry.fr/,Presse,,1944,,,Informations générales,
468,Le Berry Républicain,47.092133,2.393573,Bourges,https://www.leberry.fr/,Presse,,1944,,,Informations générales,
469,Le Berry Républicain,47.223645,2.064418,Vierzon,https://www.leberry.fr/,Presse,,1944,,,Informations générales,
470,Le Berry Républicain,47.489465,2.438838,Aubigny-sur-Nère,https://www.leberry.fr/,Presse,,1944,,,Informations générales,
471,Le Bien Public,47.625441,4.339442,Montbard,https://www.bienpublic.com/,Presse,,1868,Côte d'Or,,Informations générales,Ebra - Crédit Mutuel
472,Le Bien Public,47.320203,5.00859,Dijon,https://www.bienpublic.com/,Presse,,1868,Côte d'Or,,Informations générales,Ebra - Crédit Mutuel
473,Le Bien Public,47.024799,4.838525,Beaune,https://www.bienpublic.com/,Presse,,1868,Côte d'Or,,Informations générales,Ebra - Crédit Mutuel
474,Le Bonhomme Picard,49.6653,1.940006,Grandvilliers,https://www.lebonhommepicard.fr,Presse,,,,,Informations générales,Sogemédia
475,Le Bulletin de l’Arrondissement de Rouen,49.441592,1.146622,Darnétal,https://www.bulletin-darnetal.fr,Presse,,,,,Informations générales,SIPA Ouest-France
476,Le Châtillonnais et l'Auxois,47.859328,4.572393,Châtillon-sur-Seine,https://www.lechatillonnaisetlauxois.fr,Presse,,,,,Informations générales,
477,Le Confolentais,46.027243,0.199003,Ruffec,https://www.leconfolentais.fr/,Presse,,,Charente limousine,,Informations générales,Groupe Public Média
478,Le Courrier – La Gazette,49.92227,4.08252,Hirson,https://www.lecourrierdhirson.fr,Presse,https://www.lecourrierdhirson.fr/wp-content/uploads/2018/01/logo-hirson-V5-1.png,,,,Informations générales,Sogemédia
479,Le Courrier Cauchois,49.616987,0.751988,Yvetot,https://www.lecourriercauchois.fr,Presse,,1948,,,Informations générales,
480,Le Courrier de Fourmies,50.015849,4.043307,Fourmies,https://www.lobservateur.fr/fourmies,Presse,,,,,Informations générales,Sogemédia
481,Le Courrier de l'Eure,49.149158,0.902511,Le Neubourg,https://www.actu.fr/le-courrier-de-l-eure/,Presse,,,,,Informations générales,SIPA Ouest-France
482,Le Courrier de l'Ouest,47.260586,-0.078549,Saumur,https://www.courrierdelouest.fr,Presse,,,Maine-et-Loire,,Informations générales,SIPA Ouest-France
483,Le Courrier de l'Ouest,47.44795,-0.542502,Angers,https://www.courrierdelouest.fr,Presse,,,Maine-et-Loire,,Informations générales,SIPA Ouest-France
484,Le Courrier de la Mayenne,48.063668,-0.760242,Laval,https://www.lecourrierdelamayenne.fr,Presse,,,,,Informations générales,
485,Le Courrier de Mantes,48.989651,1.714876,Mantes-la-Jolie,https://www.actu.fr/78actu/,Presse,,,,,Informations générales,SIPA Ouest-France
486,Le Courrier des Yvelines,48.80068,2.12607,Versailles,https://www.actu.fr/78actu/,Presse,,,,,Informations générales,SIPA Ouest-France
487,Le Courrier du Pays de Retz,47.127743,-2.121111,Pornic,https://www.actu.fr/le-courrier-du-pays-de-retz/,Presse,,,,,Informations générales,SIPA Ouest-France
488,Le Courrier Indépendant,48.176828,-2.750543,Loudéac,https://actu.fr/le-courrier-independant/,Presse,,,,,Informations générales,SIPA Ouest-France
489,Le Courrier Liberté,45.593981,5.267141,Bourgoin-Jallieu,https://www.lecourrierliberte.fr,Presse,,,,,Informations générales,
490,Le Courrier Picard,49.698297,2.788895,Roye,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
491,Le Courrier Picard,49.58042,2.997783,Noyon,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
492,Le Courrier Picard,50.067045,1.387071,Mers-les-Bains,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
493,Le Courrier Picard,49.430637,2.085243,Beauvais,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
494,Le Courrier Picard,50.155246,2.340846,Doullens,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
495,Le Courrier Picard,49.891434,2.2968,Amiens,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
496,Le Courrier Picard,49.927712,2.932676,Péronne,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
497,Le Courrier Picard,49.377765,2.415569,Clermont,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
498,Le Courrier Picard,49.411069,2.817757,Compiègne,https://www.courrier-picard.fr/,Presse,,1944,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
499,Le Courrier Vendéen,46.847473,-1.875752,Challans,https://www.actu.fr/le-courrier-vendeen/,Presse,,,,,Informations générales,SIPA Ouest-France
500,Le Courrier-Le Progrès,47.999831,-4.090079,Quimper,https://actu.fr/le-courrier-le-progres/,Presse,,,,,Informations générales,SIPA Ouest-France
501,Le Crestois,44.730857,5.017662,Crest,http://le-crestois.fr/,Presse,http://le-crestois.fr/images/LE-CRESTOIS-logo.png,,Crest,,Informations générales,
502,Le Crieur de la Villeneuve,45.162266,5.738204,Grenoble,https://www.lecrieur.net/,Presse,,,,,,
503,Le Dauphiné Libéré,45.902197,6.128472,Annecy,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
504,Le Dauphiné Libéré,44.051467,5.046164,Carpentras,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
505,Le Dauphiné Libéré,46.197023,6.233184,Annemasse,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
506,Le Dauphiné Libéré,45.618783,6.770781,Bourg-Saint-Maurice,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
507,Le Dauphiné Libéré,45.278308,6.342923,Saint-Jean-de-Maurienne,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
508,Le Dauphiné Libéré,45.590882,5.274502,Bourgoin-Jallieu,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
509,Le Dauphiné Libéré,46.06952,6.567929,Cluses,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
510,Le Dauphiné Libéré,44.734121,4.597857,Privas,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
511,Le Dauphiné Libéré,44.375209,4.69829,Pierrelatte,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
512,Le Dauphiné Libéré,44.897765,6.63252,Briançon,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
513,Le Dauphiné Libéré,43.94646,4.805763,Avignon,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
514,Le Dauphiné Libéré,45.044774,5.050759,Romans-sur-Isère,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
515,Le Dauphiné Libéré,45.366233,5.590077,Voiron,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
516,Le Dauphiné Libéré,45.513213,4.865758,Vienne,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
517,Le Dauphiné Libéré,44.526083,4.740095,Montélimar,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
518,Le Dauphiné Libéré,44.728488,5.021661,Crest,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
519,Le Dauphiné Libéré,45.244353,4.674007,Annonay,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
520,Le Dauphiné Libéré,46.373546,6.481787,Thonon-les-Bains,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
521,Le Dauphiné Libéré,44.277768,4.772915,Bollène,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
522,Le Dauphiné Libéré,45.564805,5.444694,La Tour-du-Pin,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
523,Le Dauphiné Libéré,44.618898,4.389926,Aubenas,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
524,Le Dauphiné Libéré,45.676031,6.392525,Albertville,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
526,Le Dauphiné Libéré,45.25828,5.625385,Veurey-Voroize,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
527,Le Dauphiné Libéré,45.692016,5.911554,Aix-les-Bains,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
528,Le Dauphiné Libéré,45.565589,5.924095,Chambéry,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
529,Le Dauphiné Libéré,44.9333,4.897441,Valence,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
530,Le Dauphiné Libéré,45.935272,6.631492,Sallanches,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
531,Le Dauphiné Libéré,44.557039,6.08012,Gap,https://www.ledauphine.com/,Presse,,1945,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
532,Le Démocrate Indépendant,44.852008,0.485011,Bergerac,https://www.ledemocratedebergerac.fr,Presse,,,,,Informations générales,Sogemédia
533,Le Démocrate Vernonnais,49.091188,1.485034,Vernon,https://www.actu.fr/le-democrate-vernonnais/,Presse,,,,,Informations générales,SIPA Ouest-France
534,Le Faucigny,46.370454,6.470260,Thonon-les-Bains,https://www.lefaucigny.fr,Presse,,,,,Informations générales,
535,Le journal d'ici,43.608498,2.241243,Castres,https://www.lejournaldici.com/,Presse,,2003,Tarn et Lauragais,,Informations générales,PIERRE FABRE SA
536,Le Journal d’Abbeville,50.106771,1.831129,Abbeville,https://www.actu.fr/le-journal-d-abbeville/,Presse,,,,,Informations générales,SIPA Ouest-France
537,Le Journal d’Elbeuf,49.289559,1.004926,Elbeuf,https://www.actu.fr/le-journal-d-elbeuf/,Presse,,,,,Informations générales,SIPA Ouest-France
538,Le Journal de Civray (Le Journal du Sud-Vienne),46.027743,0.198003,Ruffec,http://www.lejournaldecivray.fr/,Presse,http://www.lejournaldecivray.fr/wp-content/uploads/2017/04/logo2.png,1838,Sud de la Vienne,,Informations générales,Groupe Public Média
539,Le Journal de Ham,49.743943,3.06988,Ham,https://www.lejournaldeham.fr,Presse,,,,,Informations générales,Sogemédia
540,Le Journal de l'Orne,48.739475,-0.023284,Argentan,https://actu.fr/le-journal-de-l-orne/,Presse,,,,,Informations générales,SIPA Ouest-France
541,Le Journal de la Côtière,45.851254,5.055784,Montluel,https://www.bugey-cotiere.fr,Presse,,,,,Informations générales,
542,Le Journal de la Haute-Marne,48.106598,5.142952,Chaumont,http://www.jhm.fr/,Presse,,,,,Informations générales,50/50 L'Est Républicain + la Haute-Marne Libérée Holding
543,Le Journal de la Haute-Marne,48.636956,4.950038,Saint-Dizier,http://www.jhm.fr/,Presse,,,,,Informations générales,50/50 L'Est Républicain + la Haute-Marne Libérée Holding
544,Le Journal de la Haute-Marne,47.862919,5.333749,Langres,http://www.jhm.fr/,Presse,,,,,Informations générales,50/50 L'Est Républicain + la Haute-Marne Libérée Holding
545,Le Journal de Montreuil,50.485477,1.609227,Cucq,https://www.lejournaldemontreuil.fr,Presse,,1831,,,Informations générales,Groupe La Voix (Filiale du Groupe Rossel)
546,Le Journal de Saone et Loire,46.781918,4.794461,Châtenoy-le-Royal,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
547,Le Journal de Saone et Loire,46.60058,4.061694,Gueugnon,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
548,Le Journal de Saone et Loire,46.452029,4.117348,Paray-le-Monial,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
549,Le Journal de Saone et Loire,46.674756,4.363966,Montceau-les-Mines,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
550,Le Journal de Saone et Loire,46.562622,4.912082,Tournus,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
551,Le Journal de Saone et Loire,46.80645,4.429984,Le Creusot,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
552,Le Journal de Saone et Loire,46.304704,4.834857,Mâcon,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
553,Le Journal de Saone et Loire,46.950679,4.298124,Autun,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
554,Le Journal de Saone et Loire,46.630138,5.226901,Louhans,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
555,Le Journal de Saone et Loire,46.781729,4.855833,Chalon-sur-Saône,https://www.lejsl.com/,Presse,,1826,https://commons.wikimedia.org/wiki/File:Carte_quotidiens_groupe_EBRA.svg?uselang=fr,,Informations générales,Ebra - Crédit Mutuel
